date,quarter,day,department,team,no_of_workers,smv,wip,over_time,incentive,no_of_style_change,idle_time,idle_men,targeted_productivity,actual_productivity
2/17/2015,Quarter3,Tuesday,sweing,1,57,22.52,1445,6840,113,0,0,0,0.8,1.000230409
2/17/2015,Quarter3,Tuesday,finishing,10,8,3.94,,960,0,0,0,0,0.8,0.927541667
2/17/2015,Quarter3,Tuesday,finishing,7,10,5.13,,1200,0,0,0,0,0.7,0.91375
2/17/2015,Quarter3,Tuesday,finishing,12,9,5.13,,1080,0,0,0,0,0.8,0.9025
2/17/2015,Quarter3,Tuesday,sweing,12,34,15.26,1133,4080,38,0,0,0,0.8,0.800401961
2/17/2015,Quarter3,Tuesday,finishing,3,15,5.13,,1800,0,0,0,0,0.5,0.7866
2/17/2015,Quarter3,Tuesday,sweing,6,33,18.79,726,3360,0,0,0,0,0.75,0.750621354
2/17/2015,Quarter3,Tuesday,sweing,4,58,30.1,849,7020,45,1,0,0,0.75,0.750356125
2/17/2015,Quarter3,Tuesday,finishing,6,8,2.9,,960,0,0,0,0,0.8,0.749166667
2/17/2015,Quarter3,Tuesday,sweing,7,59,30.1,562,840,30,1,0,0,0.7,0.700888203
2/17/2015,Quarter3,Tuesday,sweing,11,56,11.41,1054,3420,30,2,0,0,0.7,0.700614035
2/17/2015,Quarter3,Tuesday,sweing,3,58,30.1,1422,6960,50,1,0,0,0.7,0.700603448
2/17/2015,Quarter3,Tuesday,finishing,4,8,5.13,,960,0,0,0,0,0.75,0.656666667
2/17/2015,Quarter3,Tuesday,sweing,5,59,30.1,680,7140,0,0,0,0,0.8,0.653431373
2/17/2015,Quarter3,Tuesday,sweing,9,51,18.79,2120,5520,0,1,0,0,0.65,0.650134
2/17/2015,Quarter3,Tuesday,sweing,8,58,29.4,179,0,23,2,5,30,0.6,0.600982906
2/17/2015,Quarter3,Tuesday,finishing,9,8,3.94,,960,0,0,0,0,0.8,0.586041667
2/17/2015,Quarter3,Tuesday,finishing,2,15,5.13,,1800,0,0,0,0,0.8,0.5814
2/17/2015,Quarter3,Tuesday,sweing,2,56,30.33,838,6720,0,1,0,0,0.5,0.361071429
2/17/2015,Quarter3,Tuesday,sweing,10,49,18.22,741,0,0,1,8,35,0.65,0.302117347
2/18/2015,Quarter3,Wednesday,finishing,12,10,5.13,,1200,0,0,0,0,0.8,0.9918
2/18/2015,Quarter3,Wednesday,finishing,6,12,2.9,,1440,0,0,0,0,0.8,0.936861111
2/18/2015,Quarter3,Wednesday,finishing,2,12,5.13,,1440,0,0,0,0,0.8,0.919125
2/18/2015,Quarter3,Wednesday,sweing,11,56,11.41,685,3360,30,2,0,0,0.7,0.8211125
2/18/2015,Quarter3,Wednesday,sweing,4,58,30.1,864,480,50,1,0,0,0.8,0.800980392
2/18/2015,Quarter3,Wednesday,sweing,5,59,30.1,511,0,0,0,0,0,0.8,0.800980392
2/18/2015,Quarter3,Wednesday,sweing,12,34,15.26,1095,4080,63,0,0,0,0.8,0.800401961
2/18/2015,Quarter3,Wednesday,sweing,1,57,22.52,1374,3960,63,0,0,0,0.8,0.800279693
2/18/2015,Quarter3,Wednesday,sweing,6,33,18.79,759,3960,34,0,0,0,0.75,0.75065101
2/18/2015,Quarter3,Wednesday,sweing,7,59,30.1,553,2280,45,1,0,0,0.75,0.75053268
2/18/2015,Quarter3,Wednesday,finishing,4,8,5.13,,960,0,0,0,0,0.75,0.734645833
2/18/2015,Quarter3,Wednesday,sweing,3,58,30.1,1057,0,40,1,0,0,0.7,0.700603448
2/18/2015,Quarter3,Wednesday,sweing,9,51,18.79,1587,4560,30,1,0,0,0.7,0.70009573
2/18/2015,Quarter3,Wednesday,finishing,7,8,5.13,,960,0,0,0,0,0.7,0.671875
2/18/2015,Quarter3,Wednesday,finishing,10,8,3.94,,960,0,0,0,0,0.8,0.64025
2/18/2015,Quarter3,Wednesday,finishing,8,8,5.13,,960,0,0,0,0,0.7,0.58
2/18/2015,Quarter3,Wednesday,finishing,9,8,3.94,,960,0,0,0,0,0.8,0.549791667
2/18/2015,Quarter3,Wednesday,sweing,2,57,30.33,868,6840,0,1,0,0,0.6,0.328131579
2/18/2015,Quarter3,Wednesday,sweing,10,47,19.68,1119,5640,0,1,8,35,0.7,0.303574468
2/18/2015,Quarter3,Wednesday,finishing,3,8,5.13,,960,0,0,0,0,0.5,0.2565
2/18/2015,Quarter3,Wednesday,sweing,8,57,29.4,962,4560,0,2,4.5,30,0.65,0.251399254
2/19/2015,Quarter3,Thursday,finishing,3,12,5.13,,2880,0,0,0,0,0.5,0.81640625
2/19/2015,Quarter3,Thursday,sweing,12,34,15.26,1126,1080,38,0,0,0,0.8,0.800711494
2/19/2015,Quarter3,Thursday,sweing,1,57,22.52,265,3840,63,0,0,0,0.8,0.800470513
2/19/2015,Quarter3,Thursday,sweing,4,58.5,30.1,859,7020,63,1,0,0,0.8,0.800094017
2/19/2015,Quarter3,Thursday,sweing,5,59.5,30.1,276,600,63,0,3.5,15,0.8,0.799982853
2/19/2015,Quarter3,Thursday,finishing,6,18,2.9,,4320,0,0,0,0,0.8,0.785864198
2/19/2015,Quarter3,Thursday,sweing,6,33,18.79,899,3960,56,0,0,0,0.75,0.75065101
2/19/2015,Quarter3,Thursday,finishing,10,10,3.94,,2400,0,0,0,0,0.8,0.733277778
2/19/2015,Quarter3,Thursday,finishing,2,15,5.13,,3600,0,0,0,0,0.8,0.710125
2/19/2015,Quarter3,Thursday,sweing,3,58,30.1,247,6960,50,1,0,0,0.7,0.700603448
2/19/2015,Quarter3,Thursday,sweing,11,58,11.41,653,3480,30,2,0,0,0.7,0.700540441
2/19/2015,Quarter3,Thursday,sweing,8,57,29.4,1116,6240,0,2,0,0,0.7,0.7
2/19/2015,Quarter3,Thursday,finishing,4,8,5.13,,1920,0,0,0,0,0.75,0.684027778
2/19/2015,Quarter3,Thursday,finishing,8,8,5.13,,1920,0,0,0,0,0.7,0.672135417
2/19/2015,Quarter3,Thursday,sweing,9,51,18.79,1603,6120,30,1,0,0,0.7,0.638614379
2/19/2015,Quarter3,Thursday,finishing,5,8,5.13,,1920,0,0,0,0,0.75,0.631354167
2/19/2015,Quarter3,Thursday,sweing,7,59,30.1,444,0,0,1,5,20,0.75,0.611140537
2/19/2015,Quarter3,Thursday,finishing,12,9,5.13,,2160,0,0,0,0,0.8,0.609583333
2/19/2015,Quarter3,Thursday,sweing,2,57,30.33,841,6840,0,1,0,0,0.65,0.585315789
2/19/2015,Quarter3,Thursday,sweing,10,48,19.68,1410,5760,0,1,0,0,0.7,0.249416667
2/22/2015,Quarter4,Sunday,finishing,3,15,5.13,,1800,0,0,0,0,0.5,0.8721
2/22/2015,Quarter4,Sunday,finishing,6,8,2.9,,960,0,0,0,0,0.8,0.8319375
2/22/2015,Quarter4,Sunday,finishing,2,20,5.13,,4800,0,0,0,0,0.8,0.8300625
2/22/2015,Quarter4,Sunday,finishing,11,12,2.9,,2880,0,0,0,0,0.6,0.805555556
2/22/2015,Quarter4,Sunday,sweing,12,34,15.26,1103,4080,63,0,0,0,0.8,0.800401961
2/22/2015,Quarter4,Sunday,sweing,4,59,30.1,922,5820,63,1,0,0,0.8,0.80000295
2/22/2015,Quarter4,Sunday,finishing,12,10,5.13,,2400,0,0,0,0,0.8,0.78375
2/22/2015,Quarter4,Sunday,finishing,9,10,3.94,,2400,0,0,0,0,0.8,0.753525
2/22/2015,Quarter4,Sunday,sweing,6,33,18.79,1055,3960,45,0,0,0,0.75,0.75065101
2/22/2015,Quarter4,Sunday,finishing,1,12,3.94,,2880,0,0,0,0,0.8,0.727349537
2/22/2015,Quarter4,Sunday,sweing,8,57,29.4,1146,6840,40,2,0,0,0.7,0.700614035
2/22/2015,Quarter4,Sunday,sweing,2,57,30.33,746,6840,0,1,0,0,0.7,0.700605263
2/22/2015,Quarter4,Sunday,sweing,11,58,11.41,834,3480,0,2,0,0,0.75,0.672140805
2/22/2015,Quarter4,Sunday,sweing,9,57,18.79,1717,3240,30,1,0,0,0.7,0.627011183
2/22/2015,Quarter4,Sunday,sweing,3,58,30.1,1041,8160,33,2,0,0,0.7,0.626577778
2/22/2015,Quarter4,Sunday,sweing,10,50,21.25,1531,6000,0,1,0,0,0.7,0.456875
2/22/2015,Quarter4,Sunday,sweing,7,58,30.1,627,6960,0,1,3.5,20,0.75,0.393548851
2/22/2015,Quarter4,Sunday,finishing,10,8,3.94,,960,0,0,0,0,0.8,0.385791667
2/22/2015,Quarter4,Sunday,sweing,5,60,30.1,450,5700,0,0,4.5,25,0.8,0.307501459
2/22/2015,Quarter4,Sunday,finishing,7,8,5.13,,960,0,0,0,0,0.7,0.283958333
2/23/2015,Quarter4,Monday,finishing,10,20,3.94,,2400,0,0,0,0,0.8,0.955791667
2/23/2015,Quarter4,Monday,finishing,8,8,5.13,,960,0,0,0,0,0.7,0.930416667
2/23/2015,Quarter4,Monday,finishing,12,9,5.13,,1080,0,0,0,0,0.8,0.9025
2/23/2015,Quarter4,Monday,finishing,3,18,5.13,,2160,0,0,0,0,0.8,0.87115
2/23/2015,Quarter4,Monday,sweing,12,34,15.26,1060,4080,63,0,0,0,0.8,0.800401961
2/23/2015,Quarter4,Monday,sweing,4,59,30.1,891,7140,38,1,0,0,0.8,0.800137255
2/23/2015,Quarter4,Monday,sweing,5,59,30.1,541,7140,38,0,0,0,0.8,0.800137255
2/23/2015,Quarter4,Monday,sweing,7,58,30.1,709,6960,45,1,0,0,0.75,0.750770115
2/23/2015,Quarter4,Monday,sweing,6,33,18.79,1100,3960,45,0,0,0,0.75,0.75065101
2/23/2015,Quarter4,Monday,sweing,11,58,11.41,826,2820,0,2,0,0,0.75,0.750293939
2/23/2015,Quarter4,Monday,sweing,2,58,30.33,577,2160,30,1,0,0,0.7,0.700623
2/23/2015,Quarter4,Monday,sweing,8,57,29.4,1094,6840,40,2,0,0,0.7,0.700614035
2/23/2015,Quarter4,Monday,sweing,3,58,29.4,1228,6960,30,2,0,0,0.7,0.700362069
2/23/2015,Quarter4,Monday,sweing,9,50,18.79,1641,6000,40,1,0,0,0.7,0.60128
2/23/2015,Quarter4,Monday,sweing,10,50,21.25,1583,6000,0,1,0,0,0.7,0.417916667
2/23/2015,Quarter4,Monday,finishing,6,8,2.9,,960,0,0,0,0,0.8,0.3715625
2/23/2015,Quarter4,Monday,finishing,9,8,2.9,,960,0,0,0,0,0.8,0.3715625
2/23/2015,Quarter4,Monday,finishing,2,8,5.13,,960,0,0,0,0,0.8,0.36871875
2/23/2015,Quarter4,Monday,finishing,7,8,5.13,,960,0,0,0,0,0.7,0.356458333
2/24/2015,Quarter4,Tuesday,finishing,10,15,2.9,,1800,0,0,0,0,0.7,0.902222222
2/24/2015,Quarter4,Tuesday,finishing,3,12,4.6,,1440,0,0,0,0,0.8,0.811388889
2/24/2015,Quarter4,Tuesday,sweing,12,34,15.26,1062,4080,50,0,0,0,0.8,0.800401961
2/24/2015,Quarter4,Tuesday,sweing,5,60,30.1,450,7140,50,0,0,0,0.8,0.800137255
2/24/2015,Quarter4,Tuesday,sweing,4,59,30.1,901,6480,50,1,0,0,0.8,0.800071839
2/24/2015,Quarter4,Tuesday,finishing,8,8,4.6,,960,0,0,0,0,0.7,0.791458333
2/24/2015,Quarter4,Tuesday,sweing,7,59,30.1,739,5640,45,1,0,0,0.75,0.750727326
2/24/2015,Quarter4,Tuesday,sweing,6,33,18.79,913,3360,45,0,0,0,0.75,0.75065101
2/24/2015,Quarter4,Tuesday,sweing,11,57,11.61,698,3360,34,2,0,0,0.75,0.750437269
2/24/2015,Quarter4,Tuesday,sweing,3,60,29.4,1172,5340,45,2,0,0,0.75,0.750176991
2/24/2015,Quarter4,Tuesday,finishing,6,15,2.9,,1800,0,0,0,0,0.75,0.726933333
2/24/2015,Quarter4,Tuesday,finishing,9,15,2.9,,1800,0,0,0,0,0.7,0.726933333
2/24/2015,Quarter4,Tuesday,sweing,2,59,30.33,408,1680,30,1,0,0,0.7,0.700623
2/24/2015,Quarter4,Tuesday,sweing,8,58,29.4,1079,4560,40,2,0,0,0.7,0.700518519
2/24/2015,Quarter4,Tuesday,sweing,9,52,18.79,1068,3000,30,1,0,0,0.7,0.700256795
2/24/2015,Quarter4,Tuesday,finishing,11,8,2.9,,960,0,0,0,0,0.7,0.5046875
2/24/2015,Quarter4,Tuesday,sweing,10,53,21.25,1834,6360,0,1,0,0,0.7,0.471108491
2/24/2015,Quarter4,Tuesday,finishing,2,8,3.9,,960,0,0,0,0,0.7,0.325
2/24/2015,Quarter4,Tuesday,sweing,1,42,22.53,708,5040,0,1,0,0,0.6,0.268214286
2/25/2015,Quarter4,Wednesday,sweing,9,52,18.79,1085,6240,56,1,0,0,0.75,0.970816667
2/25/2015,Quarter4,Wednesday,finishing,5,9,4.6,,1080,0,0,0,0,0.8,0.902962963
2/25/2015,Quarter4,Wednesday,finishing,3,20,4.6,,2400,0,0,0,0,0.8,0.900833333
2/25/2015,Quarter4,Wednesday,finishing,12,15,4.6,,1800,0,0,0,0,0.8,0.899555556
2/25/2015,Quarter4,Wednesday,finishing,10,10,2.9,,1200,0,0,0,0,0.7,0.845833333
2/25/2015,Quarter4,Wednesday,sweing,4,59,30.1,323,4080,50,1,0,0,0.8,0.800808642
2/25/2015,Quarter4,Wednesday,sweing,12,34,15.26,1053,4080,50,0,0,0,0.8,0.800401961
2/25/2015,Quarter4,Wednesday,sweing,7,59,30.1,786,7080,50,2,0,0,0.8,0.800115819
2/25/2015,Quarter4,Wednesday,sweing,6,33,18.79,1003,3960,45,1,0,0,0.75,0.75065101
2/25/2015,Quarter4,Wednesday,sweing,11,57,11.61,635,3360,45,0,0,0,0.75,0.750503571
2/25/2015,Quarter4,Wednesday,sweing,3,58,29.4,1283,6960,45,2,0,0,0.75,0.750206897
2/25/2015,Quarter4,Wednesday,sweing,8,58,29.4,847,6960,30,1,0,0,0.7,0.700362069
2/25/2015,Quarter4,Wednesday,sweing,2,58,30.33,361,3960,30,1,0,0,0.7,0.700069811
2/25/2015,Quarter4,Wednesday,sweing,10,52,21.82,1653,6240,0,2,0,0,0.7,0.700058333
2/25/2015,Quarter4,Wednesday,finishing,7,8,4.6,,960,0,0,0,0,0.75,0.676666667
2/25/2015,Quarter4,Wednesday,finishing,8,8,4.6,,960,0,0,0,0,0.7,0.658541667
2/25/2015,Quarter4,Wednesday,sweing,5,59,30.1,15,1200,49,1,0,0,0.8,0.598792339
2/25/2015,Quarter4,Wednesday,sweing,1,42,22.53,762,5040,0,1,0,0,0.65,0.581130952
2/25/2015,Quarter4,Wednesday,finishing,2,8,3.9,,960,0,0,0,0,0.7,0.440375
2/25/2015,Quarter4,Wednesday,finishing,6,8,2.9,,960,0,0,0,0,0.75,0.410833333
2/25/2015,Quarter4,Wednesday,finishing,9,8,2.9,,960,0,0,0,0,0.7,0.410833333
2/26/2015,Quarter4,Thursday,finishing,3,15,4.6,,6300,0,0,0,0,0.8,0.921703704
2/26/2015,Quarter4,Thursday,finishing,5,18,4.6,,7560,0,0,0,0,0.8,0.921604938
2/26/2015,Quarter4,Thursday,sweing,7,59,30.1,694,4080,50,1,0,0,0.8,0.800808642
2/26/2015,Quarter4,Thursday,sweing,11,57,11.61,816,2820,50,2,0,0,0.8,0.800516667
2/26/2015,Quarter4,Thursday,sweing,12,34,15.26,1065,4080,63,0,0,0,0.8,0.800401961
2/26/2015,Quarter4,Thursday,finishing,1,8,3.94,,3360,0,0,0,0,0.5,0.768847222
2/26/2015,Quarter4,Thursday,sweing,6,33,18.79,912,3960,45,0,0,0,0.75,0.75065101
2/26/2015,Quarter4,Thursday,sweing,3,57,29.4,1244,6840,45,2,0,0,0.75,0.750473684
2/26/2015,Quarter4,Thursday,sweing,9,52,18.79,1020,5640,45,1,0,0,0.75,0.750371895
2/26/2015,Quarter4,Thursday,sweing,8,58,29.4,916,6960,56,2,0,0,0.75,0.750206897
2/26/2015,Quarter4,Thursday,sweing,10,52,21.82,1591,3240,0,1,0,0,0.7,0.700251773
2/26/2015,Quarter4,Thursday,sweing,2,58,30.33,398,6960,0,1,0,0,0.7,0.66237931
2/26/2015,Quarter4,Thursday,finishing,12,9,4.6,,3780,0,0,0,0,0.8,0.590617284
2/26/2015,Quarter4,Thursday,finishing,2,8,3.9,,960,0,0,0,0,0.7,0.5565625
2/26/2015,Quarter4,Thursday,sweing,4,59,30.1,437,7080,32,2,0,0,0.8,0.495617514
2/26/2015,Quarter4,Thursday,sweing,5,57,27.48,413,6840,38,1,0,0,0.35,0.449964912
2/26/2015,Quarter4,Thursday,finishing,10,8,2.9,,3360,0,0,0,0,0.7,0.410833333
2/26/2015,Quarter4,Thursday,finishing,9,8,2.9,,960,0,0,0,0,0.75,0.4078125
2/26/2015,Quarter4,Thursday,sweing,1,55,26.66,1164,6600,23,2,0,0,0.35,0.378895152
2/26/2015,Quarter4,Thursday,finishing,8,8,4.6,,3360,0,0,0,0,0.75,0.376597222
2/26/2015,Quarter4,Thursday,finishing,6,8,2.9,,3360,0,0,0,0,0.75,0.271875
2/28/2015,Quarter4,Saturday,finishing,3,15,4.6,,6300,0,0,0,0,0.8,0.921703704
2/28/2015,Quarter4,Saturday,finishing,5,18,4.6,,7560,0,0,0,0,0.8,0.921604938
2/28/2015,Quarter4,Saturday,sweing,11,58,11.61,954,0,50,2,0,0,0.8,0.800779018
2/28/2015,Quarter4,Saturday,sweing,12,34,15.26,1194,1700,62,0,0,0,0.8,0.800260821
2/28/2015,Quarter4,Saturday,sweing,7,59,30.1,644,840,38,1,0,0,0.8,0.799982853
2/28/2015,Quarter4,Saturday,finishing,1,8,3.94,,3360,0,0,0,0,0.5,0.768847222
2/28/2015,Quarter4,Saturday,sweing,3,57,29.4,1144,4440,45,2,0,0,0.75,0.750716981
2/28/2015,Quarter4,Saturday,sweing,6,33,18.79,1012,3960,45,0,0,0,0.75,0.75065101
2/28/2015,Quarter4,Saturday,sweing,8,58,29.4,792,4560,56,2,0,0,0.75,0.750425926
2/28/2015,Quarter4,Saturday,sweing,9,52,18.79,841,6240,45,1,0,0,0.75,0.750395513
2/28/2015,Quarter4,Saturday,sweing,10,51,21.82,1448,6120,40,1,0,0,0.7,0.700236601
2/28/2015,Quarter4,Saturday,sweing,2,58,30.33,512,4560,0,1,0,0,0.7,0.700211111
2/28/2015,Quarter4,Saturday,finishing,12,9,4.6,,3780,0,0,0,0,0.8,0.590617284
2/28/2015,Quarter4,Saturday,finishing,2,8,3.9,,960,0,0,0,0,0.7,0.5565625
2/28/2015,Quarter4,Saturday,sweing,5,57,27.48,609,6840,30,1,0,0,0.5,0.550403509
2/28/2015,Quarter4,Saturday,sweing,1,57,26.66,1448,6840,30,2,0,0,0.5,0.550349708
2/28/2015,Quarter4,Saturday,sweing,4,58,26.66,556,6960,23,2,0,0,0.5,0.500258046
2/28/2015,Quarter4,Saturday,finishing,10,8,2.9,,3360,0,0,0,0,0.7,0.410833333
2/28/2015,Quarter4,Saturday,finishing,9,8,2.9,,960,0,0,0,0,0.75,0.4078125
2/28/2015,Quarter4,Saturday,finishing,8,8,4.6,,3360,0,0,0,0,0.75,0.376597222
2/28/2015,Quarter4,Saturday,finishing,6,8,2.9,,3360,0,0,0,0,0.75,0.271875
