customer_id,churn,gender,senior_citizen,married,dependents,tenure,phone_service,multiple_lines,internet_service,security,backup,paperless_billing,contract,payment,monthly_charges,total_charges
1722-LDZJS,No,Male,No,Yes,Yes,53,Yes,No,No,No internet,No internet,No,Annually,Credit (auto),20.2,1068.15
1746-TGTWV,No,Male,No,Yes,No,1,Yes,No,Fiber,No,No,No,Monthly,Credit (auto),75.35,75.35
1764-VUUMT,No,Male,No,No,Yes,66,Yes,No,No,No internet,No internet,No,Biannually,Credit (auto),19.95,1269.1
1775-KWJKQ,No,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Biannually,Credit (auto),89.85,6562.9
1791-PQHBB,No,Female,No,No,Yes,2,Yes,No,DSL,Yes,No,Yes,Monthly,Credit (auto),61.2,125.95
1794-HBQTJ,Yes,Female,No,No,No,1,Yes,No,DSL,Yes,No,Yes,Monthly,Credit (auto),48.6,48.6
1810-BOHSY,No,Male,No,Yes,No,51,Yes,Yes,Fiber,Yes,Yes,Yes,Annually,Credit (auto),96.4,4911.05
1830-GGFNM,No,Male,No,Yes,Yes,65,Yes,Yes,Fiber,Yes,Yes,No,Biannually,Credit (auto),94.55,6078.75
1830-IPXVJ,No,Female,No,Yes,Yes,61,Yes,No,No,No internet,No internet,No,Biannually,Credit (auto),19.75,1311.6
1832-PEUTS,No,Male,No,Yes,Yes,62,Yes,Yes,Fiber,No,No,Yes,Biannually,Credit (auto),89.1,5411.65
1841-YSJGV,No,Male,No,Yes,No,72,Yes,Yes,Fiber,Yes,Yes,Yes,Biannually,Credit (auto),109.95,7852.4
1853-ARAAQ,No,Female,No,No,No,26,No,No phone,DSL,No,No,Yes,Monthly,Credit (auto),50.35,1277.5
1866-OBPNR,No,Male,No,Yes,Yes,1,Yes,No,Fiber,No,Yes,No,Monthly,Credit (auto),74.6,74.6
1866-ZSLJM,No,Male,No,No,No,21,Yes,No,No,No internet,No internet,No,Monthly,Credit (auto),20.5,402.85
1895-QTKDO,No,Female,No,No,No,1,Yes,No,DSL,No,No,No,Monthly,Credit (auto),43.95,43.95
1898-JSNDC,No,Female,No,No,No,39,Yes,No,DSL,No,Yes,Yes,Annually,Credit (auto),58.6,2224.5
1899-VXWXM,Yes,Male,No,No,No,48,Yes,Yes,Fiber,No,Yes,Yes,Annually,Credit (auto),106.1,5082.8
1925-GMVBW,No,Female,No,No,No,5,Yes,No,No,No internet,No internet,No,Monthly,Credit (auto),20.55,96.1
1927-QEWMY,No,Female,No,Yes,No,72,Yes,No,No,No internet,No internet,No,Biannually,Credit (auto),20.5,1502.25
1934-MKPXS,No,Male,No,Yes,Yes,33,Yes,No,No,No internet,No internet,No,Annually,Credit (auto),20.1,620.55
1936-CZAKF,No,Male,No,Yes,No,49,No,No phone,DSL,No,Yes,No,Biannually,Credit (auto),49.65,2409.9
1936-UAFEH,No,Female,No,No,No,68,Yes,Yes,Fiber,Yes,Yes,No,Biannually,Credit (auto),110.25,7279.35
1951-IEYXM,No,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Biannually,Credit (auto),90.6,6441.85
1965-DDBWU,Yes,Male,No,No,No,16,Yes,Yes,Fiber,No,No,Yes,Monthly,Credit (auto),89.05,1448.6
1972-XMUWV,No,Female,No,Yes,No,65,Yes,No,DSL,No,No,Yes,Biannually,Credit (auto),59.8,3808.2
1980-KXVPM,Yes,Female,Yes,No,No,3,Yes,Yes,Fiber,No,No,Yes,Monthly,Credit (auto),75.05,256.25
1982-FEBTD,No,Female,No,Yes,Yes,23,Yes,Yes,No,No internet,No internet,Yes,Biannually,Credit (auto),25.6,514.75
1986-PHGZF,No,Male,Yes,No,No,18,Yes,Yes,DSL,Yes,Yes,Yes,Monthly,Credit (auto),58.4,964.9
1987-AUELQ,No,Female,No,Yes,No,71,Yes,Yes,No,No internet,No internet,No,Biannually,Credit (auto),25.05,1873.7
2011-TRQYE,Yes,Male,No,No,No,18,No,No phone,DSL,No,Yes,Yes,Monthly,Credit (auto),33.5,600
2030-BTZRO,No,Male,No,Yes,Yes,6,Yes,No,No,No internet,No internet,Yes,Biannually,Credit (auto),20.4,107.6
2034-CGRHZ,Yes,Male,Yes,No,No,24,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Credit (auto),102.95,2496.7
2040-OBMLJ,No,Male,No,No,No,31,Yes,Yes,Fiber,No,No,No,Annually,Credit (auto),81.7,2548.65
2050-ONYDQ,No,Female,No,Yes,Yes,65,Yes,Yes,No,No internet,No internet,No,Biannually,Credit (auto),26,1654.85
2054-PJOCK,No,Female,No,No,No,60,Yes,Yes,DSL,No,No,No,Annually,Credit (auto),80.55,4847.05
2056-EVGZL,No,Male,No,Yes,Yes,68,Yes,No,Fiber,No,Yes,No,Annually,Credit (auto),105.75,7322.5
2065-MMKGR,No,Female,No,No,No,29,Yes,Yes,DSL,No,No,Yes,Annually,Credit (auto),71,2080.1
2074-GUHPQ,No,Female,No,No,Yes,17,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Credit (auto),92.7,1556.85
2077-DDHJK,No,Female,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,No,Biannually,Credit (auto),70.9,4911.35
2091-MJTFX,Yes,Female,No,Yes,Yes,30,No,No phone,DSL,No,No,No,Monthly,Credit (auto),51.2,1561.5
2105-PHWON,No,Female,No,Yes,No,33,Yes,Yes,Fiber,No,No,Yes,Monthly,Credit (auto),95,3008.15
2108-GLPQB,No,Male,No,Yes,No,25,Yes,Yes,DSL,No,No,No,Monthly,Credit (auto),55.55,1405.3
2108-YKQTY,Yes,Female,No,No,No,4,Yes,No,DSL,No,Yes,No,Monthly,Credit (auto),50.7,151.3
2121-JAFOM,No,Female,No,Yes,No,72,Yes,Yes,Fiber,Yes,Yes,Yes,Biannually,Credit (auto),115.55,8312.4
2122-SZZZD,No,Male,No,No,No,44,Yes,No,No,No internet,No internet,No,Annually,Credit (auto),19.5,835.5
2143-LJULT,No,Female,No,Yes,No,67,Yes,Yes,No,No internet,No internet,Yes,Biannually,Credit (auto),25.25,1733.15
2144-ESWKO,No,Male,No,No,No,43,No,No phone,DSL,Yes,No,Yes,Annually,Credit (auto),35.2,1463.7
2146-EGVDT,No,Male,No,Yes,Yes,59,Yes,No,No,No internet,No internet,No,Biannually,Credit (auto),19.3,1192.7
2155-AMQRX,No,Female,No,No,No,28,Yes,Yes,DSL,No,No,Yes,Monthly,Credit (auto),54.9,1505.15
2159-TURXX,No,Male,No,No,No,5,Yes,No,No,No internet,No internet,No,Monthly,Credit (auto),20.05,95.55
2160-GPFXD,No,Male,No,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,Biannually,Credit (auto),65.65,3566.7
2169-RRLFW,No,Female,No,Yes,No,71,Yes,Yes,No,No internet,No internet,No,Biannually,Credit (auto),25.6,1888.25
2171-UDMFD,No,Male,No,Yes,Yes,32,Yes,No,No,No internet,No internet,Yes,Monthly,Credit (auto),19.45,674.55
2187-LZGPL,Yes,Female,No,No,No,7,No,No phone,DSL,No,Yes,Yes,Monthly,Credit (auto),40.1,293.3
2190-BCXEC,No,Female,No,Yes,No,40,Yes,Yes,Fiber,No,No,Yes,Monthly,Credit (auto),78.85,3126.85
2190-PHBHR,No,Female,No,Yes,No,72,Yes,Yes,Fiber,Yes,Yes,Yes,Biannually,Credit (auto),94.45,6921.7
2194-IIQOF,No,Female,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Biannually,Credit (auto),89.3,6388.65
2195-VVRJF,No,Male,Yes,Yes,No,18,Yes,No,DSL,Yes,No,Yes,Monthly,Credit (auto),59.1,1011.05
2212-LYASK,No,Male,No,Yes,Yes,27,No,No phone,DSL,No,Yes,Yes,Annually,Credit (auto),45.85,1246.4
2220-IAHLS,No,Female,No,No,No,1,Yes,No,No,No internet,No internet,No,Monthly,Credit (auto),19.4,19.4
2226-ICFDO,No,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Biannually,Credit (auto),85.9,6110.75
2229-VWQJH,No,Female,No,No,No,24,Yes,No,DSL,No,No,Yes,Monthly,Credit (auto),49.3,1233.25
2233-TXSIU,No,Male,No,Yes,Yes,17,No,No phone,DSL,Yes,No,No,Annually,Credit (auto),44.45,792.15
2234-XADUH,No,Female,No,Yes,Yes,72,Yes,Yes,Fiber,No,Yes,Yes,Annually,Credit (auto),103.2,7362.9
2235-EZAIK,No,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Biannually,Credit (auto),79.2,5401.9
2236-HILPA,No,Male,No,Yes,Yes,62,Yes,No,No,No internet,No internet,No,Biannually,Credit (auto),20.65,1218.45
2251-PYLPB,No,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Biannually,Credit (auto),79.55,5810.9
2257-BOVXD,No,Male,No,Yes,No,14,Yes,Yes,DSL,No,No,Yes,Monthly,Credit (auto),66.6,979.5
2259-OUUSZ,No,Male,No,No,No,7,No,No phone,DSL,No,No,Yes,Annually,Credit (auto),35.5,249.55
2266-SJNAT,No,Female,No,Yes,No,72,Yes,Yes,Fiber,No,Yes,No,Annually,Credit (auto),109.15,7789.6
2267-FPIMA,No,Male,No,Yes,No,50,Yes,Yes,Fiber,Yes,Yes,Yes,Monthly,Credit (auto),94.4,4914.9
2267-WTPYD,No,Female,Yes,Yes,No,57,Yes,Yes,Fiber,No,Yes,No,Monthly,Credit (auto),94,5438.95
2270-CHBFN,No,Female,No,Yes,No,44,Yes,Yes,Fiber,Yes,Yes,Yes,Monthly,Credit (auto),95.1,4060.55
2276-YDAVZ,Yes,Female,No,No,No,3,Yes,Yes,Fiber,No,No,Yes,Monthly,Credit (auto),75.1,270.7
2279-AXJJK,No,Male,No,Yes,No,52,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Credit (auto),95.65,5088.4
2282-YGNOR,No,Female,No,No,No,29,Yes,No,DSL,Yes,No,No,Annually,Credit (auto),58,1734.5
2284-VFLKH,No,Male,No,Yes,No,49,Yes,No,Fiber,No,No,Yes,Annually,Credit (auto),99.25,4920.8
2293-IJWPS,No,Female,No,Yes,No,57,Yes,Yes,Fiber,No,No,Yes,Annually,Credit (auto),100.75,5985
2294-DMMUS,No,Female,No,Yes,Yes,62,Yes,Yes,DSL,No,No,Yes,Monthly,Credit (auto),70.45,4300.45
2311-QYMUQ,Yes,Female,No,Yes,Yes,16,Yes,No,Fiber,No,Yes,Yes,Monthly,Credit (auto),89.45,1430.25
2314-TNDJQ,No,Female,No,Yes,Yes,72,No,No phone,DSL,Yes,Yes,No,Biannually,Credit (auto),55.65,3880.05
2316-ESMLS,No,Female,No,Yes,Yes,12,No,No phone,DSL,Yes,No,No,Annually,Credit (auto),33.15,444.75
2320-SLKMB,No,Female,No,No,No,26,No,No phone,DSL,No,No,Yes,Monthly,Credit (auto),44.45,1183.8
2321-OMBXY,Yes,Female,No,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Annually,Credit (auto),80.3,3058.65
2325-WINES,No,Female,No,No,No,32,Yes,Yes,Fiber,No,Yes,Yes,Annually,Credit (auto),104.05,3416.85
2332-TODQS,No,Female,No,No,No,48,Yes,Yes,No,No internet,No internet,No,Annually,Credit (auto),25.05,1171.5
2333-KWEWW,No,Male,No,No,No,18,Yes,No,No,No internet,No internet,No,Biannually,Credit (auto),20.05,388.6
2338-BQEZT,No,Female,No,No,No,55,Yes,No,DSL,Yes,No,Yes,Monthly,Credit (auto),50.55,2832.75
2346-CZYIL,No,Male,No,No,No,27,Yes,No,No,No internet,No internet,No,Biannually,Credit (auto),20.35,531.6
2346-LOCWC,No,Female,No,Yes,Yes,58,Yes,No,No,No internet,No internet,No,Biannually,Credit (auto),20.5,1191.4
2359-QWQUL,Yes,Female,No,Yes,No,39,Yes,No,Fiber,Yes,No,Yes,Annually,Credit (auto),104.7,4134.85
2361-FJWNO,No,Male,No,No,No,40,No,No phone,DSL,No,Yes,No,Annually,Credit (auto),36,1382.9
2378-HTWFW,No,Male,Yes,No,No,35,Yes,Yes,Fiber,Yes,No,No,Monthly,Credit (auto),91,3180.5
2378-YIZKA,No,Female,No,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Biannually,Credit (auto),85,5607.75
2379-GYFLQ,No,Male,No,No,No,46,Yes,Yes,Fiber,No,Yes,Yes,Annually,Credit (auto),94.9,4422.95
2397-BRLOM,Yes,Male,Yes,Yes,Yes,8,Yes,No,Fiber,No,No,Yes,Monthly,Credit (auto),80.45,583.45
2418-TPEUN,No,Female,No,Yes,Yes,56,Yes,No,No,No internet,No internet,Yes,Biannually,Credit (auto),19.8,1119.9
2428-HYUNX,No,Male,Yes,Yes,No,44,Yes,No,No,No internet,No internet,Yes,Biannually,Credit (auto),19.35,847.25
2428-ZMCTB,No,Male,No,No,No,10,Yes,No,No,No internet,No internet,No,Monthly,Credit (auto),19.75,208.25
2432-TFSMK,No,Male,No,No,No,18,Yes,Yes,Fiber,No,No,Yes,Annually,Credit (auto),89.6,1633
2434-EEVDB,No,Female,No,Yes,No,64,Yes,Yes,Fiber,Yes,No,Yes,Biannually,Credit (auto),94.6,5948.7
2446-ZKVAF,No,Male,No,Yes,No,18,Yes,Yes,DSL,No,Yes,No,Monthly,Credit (auto),56.8,1074.65
2452-KDRRH,No,Male,Yes,No,No,67,Yes,Yes,Fiber,No,No,Yes,Monthly,Credit (auto),101.4,6841.05
2452-MRMZF,No,Female,Yes,Yes,No,72,Yes,Yes,No,No internet,No internet,Yes,Biannually,Credit (auto),25.7,1937.4
2452-SNHFZ,No,Female,No,No,No,47,Yes,No,Fiber,Yes,No,No,Monthly,Credit (auto),75.45,3545.1
2455-USLMV,No,Female,No,No,No,31,Yes,Yes,Fiber,Yes,No,Yes,Monthly,Credit (auto),84.75,2613.4
2460-NGXBJ,No,Male,Yes,Yes,Yes,11,Yes,Yes,Fiber,No,No,Yes,Monthly,Credit (auto),75.2,775.3
2466-NEJOJ,No,Male,No,Yes,Yes,8,Yes,No,No,No internet,No internet,No,Monthly,Credit (auto),19.65,169.75
2474-LCNUE,No,Female,No,Yes,No,23,Yes,Yes,DSL,No,No,Yes,Monthly,Credit (auto),73.65,1642.75
2475-MROZF,No,Male,No,No,No,30,Yes,Yes,Fiber,Yes,Yes,Yes,Monthly,Credit (auto),95,2852.4
2476-YGEFM,No,Female,No,No,No,29,Yes,Yes,Fiber,No,No,Yes,Monthly,Credit (auto),76,2215.25
2481-SBOYW,No,Female,No,No,Yes,61,Yes,Yes,No,No internet,No internet,Yes,Biannually,Credit (auto),25,1498.35
2499-AJYUA,No,Female,Yes,Yes,No,72,Yes,Yes,Fiber,No,Yes,Yes,Biannually,Credit (auto),110.8,7882.25
2509-TFPJU,No,Male,No,Yes,No,72,Yes,Yes,No,No internet,No internet,No,Biannually,Credit (auto),25.75,1864.2
2521-NPUZR,No,Male,No,Yes,No,70,Yes,No,Fiber,Yes,Yes,No,Biannually,Credit (auto),101,7085.5
2541-YGPKE,No,Male,No,Yes,Yes,42,Yes,No,DSL,Yes,No,No,Annually,Credit (auto),63.7,2763.35
2542-HYGIQ,No,Female,No,No,No,1,Yes,No,No,No internet,No internet,No,Monthly,Credit (auto),19.95,19.95
2573-GYRUU,No,Male,Yes,Yes,No,48,Yes,Yes,Fiber,No,No,Yes,Monthly,Credit (auto),91.05,4370.75
2576-HXMPA,No,Female,No,No,No,1,Yes,No,No,No internet,No internet,No,Monthly,Credit (auto),19.55,19.55
2592-HODOV,No,Male,No,No,No,13,Yes,No,No,No internet,No internet,No,Annually,Credit (auto),19.3,259.65
2595-KIWPV,No,Male,No,No,Yes,27,Yes,No,No,No internet,No internet,No,Biannually,Credit (auto),19.7,509.3
2599-CIPQE,No,Male,No,Yes,Yes,71,Yes,No,Fiber,Yes,Yes,No,Biannually,Credit (auto),109.3,7782.85
2606-RMDHZ,Yes,Male,No,No,No,6,No,No phone,DSL,No,Yes,Yes,Monthly,Credit (auto),30.5,208.7
2607-DHDAK,No,Male,No,Yes,Yes,72,Yes,No,No,No internet,No internet,Yes,Biannually,Credit (auto),19.8,1414.65
2607-FBDFF,No,Male,No,No,No,1,Yes,No,DSL,No,No,No,Monthly,Credit (auto),49,49
2608-BHKFN,Yes,Female,No,No,No,4,Yes,No,Fiber,No,No,Yes,Monthly,Credit (auto),70.05,266.9
2626-VEEWG,No,Male,No,Yes,Yes,67,Yes,No,No,No internet,No internet,Yes,Biannually,Credit (auto),19.4,1284.2
2632-IVXVF,No,Female,No,Yes,Yes,68,Yes,Yes,Fiber,Yes,No,No,Biannually,Credit (auto),111.75,7511.3
2632-UCGVD,Yes,Male,Yes,Yes,No,66,Yes,Yes,Fiber,No,No,Yes,Monthly,Credit (auto),100.05,6871.9
2636-SJDOU,No,Male,No,No,No,64,Yes,Yes,Fiber,Yes,Yes,Yes,Annually,Credit (auto),84.3,5289.05
2651-ZCBXV,No,Male,No,No,No,54,Yes,Yes,Fiber,Yes,Yes,Yes,Biannually,Credit (auto),108,5760.65
2662-NNTDK,No,Male,No,No,No,65,Yes,Yes,No,No internet,No internet,No,Annually,Credit (auto),24.8,1600.95
2664-XJZNO,No,Male,No,Yes,Yes,72,Yes,No,Fiber,Yes,No,Yes,Biannually,Credit (auto),104.9,7559.55
2669-OIDSD,No,Female,No,Yes,No,48,Yes,No,Fiber,No,No,Yes,Monthly,Credit (auto),100.05,4834
2669-QVCRG,No,Female,No,No,No,41,Yes,Yes,Fiber,Yes,No,Yes,Monthly,Credit (auto),81.3,3190.65
2674-MLXMN,No,Female,Yes,No,No,71,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Credit (auto),99.65,6951.15
2684-EIWEO,Yes,Female,Yes,No,No,30,Yes,Yes,Fiber,Yes,Yes,No,Monthly,Credit (auto),91.7,2758.15
2692-AQCPF,No,Female,No,Yes,No,65,Yes,Yes,Fiber,No,Yes,Yes,Annually,Credit (auto),108.05,7118.9
2694-CIUMO,No,Female,No,No,No,12,Yes,Yes,Fiber,No,No,Yes,Monthly,Credit (auto),79.55,958.25
2696-RZVZW,No,Male,No,Yes,No,68,Yes,Yes,No,No internet,No internet,No,Biannually,Credit (auto),25.05,1629.2
2700-LUEVA,No,Male,No,No,No,1,Yes,No,No,No internet,No internet,No,Monthly,Credit (auto),20.75,20.75
2716-GFZOR,No,Male,No,Yes,No,43,Yes,No,Fiber,Yes,Yes,Yes,Monthly,Credit (auto),86.1,3551.65
2720-FVBQP,No,Female,No,Yes,Yes,6,Yes,Yes,DSL,No,No,Yes,Monthly,Credit (auto),48.95,273.25
2722-VOJQL,Yes,Male,No,No,No,64,Yes,Yes,Fiber,No,Yes,Yes,Annually,Credit (auto),105.65,6903.1
2729-VNVAP,No,Female,No,Yes,Yes,33,Yes,No,No,No internet,No internet,No,Biannually,Credit (auto),19.8,641.35
2739-CACDQ,No,Female,Yes,No,No,17,Yes,Yes,Fiber,No,No,Yes,Monthly,Credit (auto),82.65,1470.05
2739-CCZMB,No,Male,No,No,Yes,5,Yes,No,No,No internet,No internet,No,Monthly,Credit (auto),20.35,122
2746-DIJLO,No,Female,No,No,No,41,Yes,Yes,DSL,No,Yes,Yes,Annually,Credit (auto),56.3,2364
2753-JMMCV,No,Male,No,No,No,65,Yes,Yes,DSL,No,Yes,Yes,Biannually,Credit (auto),74.2,4805.65
2754-SDJRD,No,Female,Yes,No,No,8,Yes,Yes,Fiber,No,No,Yes,Monthly,Credit (auto),100.15,908.55
2790-XUYMV,No,Male,No,No,Yes,71,Yes,Yes,Fiber,Yes,Yes,Yes,Annually,Credit (auto),85.45,6028.95
2796-UUZZO,No,Male,No,Yes,Yes,63,Yes,No,Fiber,No,Yes,Yes,Monthly,Credit (auto),80.3,4896.35
2798-NYLMZ,No,Male,No,Yes,No,71,Yes,Yes,Fiber,Yes,No,Yes,Biannually,Credit (auto),108.55,7616
2805-AUFQN,No,Female,No,No,No,25,Yes,No,No,No internet,No internet,No,Biannually,Credit (auto),19.8,475.2
2805-EDJPQ,No,Female,No,Yes,Yes,56,Yes,Yes,Fiber,No,Yes,Yes,Annually,Credit (auto),99.75,5608.4
2812-ENYMO,No,Male,No,No,No,26,No,No phone,DSL,Yes,No,No,Annually,Credit (auto),54.55,1362.85
2817-LVCPP,No,Female,No,No,No,50,Yes,No,No,No internet,No internet,No,Biannually,Credit (auto),19.4,1023.95
2817-NTQDO,Yes,Male,No,No,No,13,No,No phone,DSL,Yes,No,Yes,Monthly,Credit (auto),45.55,597
2821-WARNZ,No,Female,No,No,Yes,49,Yes,No,No,No internet,No internet,No,Annually,Credit (auto),19.45,921.3
2830-LEWOA,No,Male,No,Yes,Yes,61,Yes,No,Fiber,No,Yes,No,Annually,Credit (auto),103.9,6449.15
2842-BCQGE,No,Male,No,No,No,43,Yes,Yes,Fiber,No,No,Yes,Monthly,Credit (auto),75.35,3161.4
2848-YXSMW,No,Male,No,Yes,Yes,72,Yes,No,No,No internet,No internet,No,Biannually,Credit (auto),19.4,1363.25
2858-EIMXH,No,Female,Yes,Yes,No,53,Yes,Yes,Fiber,No,No,Yes,Annually,Credit (auto),95.85,5016.25
2860-RANUS,Yes,Female,Yes,No,No,20,Yes,Yes,Fiber,No,No,Yes,Monthly,Credit (auto),85.8,1727.5
2869-ADAWR,Yes,Female,No,No,No,45,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Credit (auto),89.3,4016.85
2878-RMWXY,No,Male,Yes,Yes,No,72,Yes,Yes,Fiber,Yes,Yes,Yes,Biannually,Credit (auto),102.65,7550.3
2890-WFBHU,No,Female,No,No,No,59,Yes,Yes,DSL,Yes,Yes,No,Annually,Credit (auto),79.85,4786.1
2898-MRKPI,No,Male,No,Yes,Yes,68,Yes,Yes,Fiber,No,Yes,Yes,Annually,Credit (auto),101.05,6770.5
2900-PHPLN,No,Female,Yes,Yes,No,70,Yes,No,No,No internet,No internet,Yes,Biannually,Credit (auto),19.55,1462.05
2905-KFQUV,No,Female,No,Yes,No,2,Yes,No,Fiber,No,No,Yes,Monthly,Credit (auto),70.4,154.8
2908-WGAXL,No,Female,No,Yes,Yes,56,Yes,Yes,No,No internet,No internet,Yes,Biannually,Credit (auto),24.95,1468.9
2911-WDXMV,No,Male,No,No,Yes,18,Yes,Yes,Fiber,No,No,Yes,Monthly,Credit (auto),80.55,1406.65
2920-RNCEZ,No,Male,No,Yes,Yes,1,Yes,No,Fiber,No,No,Yes,Monthly,Credit (auto),69.95,69.95
2925-MXLSX,No,Female,No,No,No,30,Yes,Yes,DSL,No,Yes,Yes,Annually,Credit (auto),68.95,2038.7
2925-VDZHY,No,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Biannually,Credit (auto),88.7,6501.35
2930-UOTMB,Yes,Female,No,No,No,31,Yes,Yes,DSL,Yes,No,No,Monthly,Credit (auto),65.25,1994.3
2931-SVLTV,No,Male,No,Yes,Yes,40,Yes,Yes,Fiber,Yes,Yes,Yes,Monthly,Credit (auto),110.1,4469.1
2951-QOQTK,Yes,Male,No,No,Yes,4,Yes,Yes,Fiber,No,No,No,Monthly,Credit (auto),80.8,332.45
2954-PIBKO,No,Female,No,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Biannually,Credit (auto),64.15,4254.1
2959-FENLU,No,Female,No,No,No,9,Yes,No,Fiber,No,No,Yes,Monthly,Credit (auto),85.3,781.4
2961-VNFKL,No,Female,No,Yes,No,71,Yes,Yes,No,No internet,No internet,Yes,Biannually,Credit (auto),25.95,1801.9
2969-VAPYH,No,Female,No,No,No,67,Yes,No,DSL,Yes,Yes,No,Annually,Credit (auto),60.5,3870
2974-GGUXS,No,Female,Yes,Yes,No,36,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Credit (auto),91.95,3301.05
2977-CEBSX,No,Female,No,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Biannually,Credit (auto),90.05,5965.95
2984-TBYKU,No,Male,No,Yes,Yes,72,Yes,Yes,Fiber,Yes,Yes,Yes,Biannually,Credit (auto),104.9,7732.65
2988-QRAJY,No,Male,No,No,No,69,Yes,Yes,Fiber,Yes,Yes,Yes,Biannually,Credit (auto),110.05,7430.75
2995-UPRYS,Yes,Female,Yes,Yes,No,40,Yes,No,Fiber,No,Yes,Yes,Annually,Credit (auto),99.2,4062.2
2999-AANRQ,No,Female,No,No,No,21,Yes,No,DSL,Yes,Yes,No,Biannually,Credit (auto),71.05,1524.85
3005-TYFRD,No,Female,No,Yes,No,55,Yes,Yes,Fiber,No,Yes,Yes,Monthly,Credit (auto),103.65,5676.65
3014-WJKSM,No,Male,No,Yes,No,29,Yes,No,Fiber,No,No,Yes,Monthly,Credit (auto),75.3,2263.4
3021-VLNRJ,No,Female,No,No,Yes,50,Yes,No,DSL,Yes,No,Yes,Annually,Credit (auto),70.8,3478.15
3023-GFLBR,Yes,Female,No,Yes,Yes,33,Yes,Yes,Fiber,No,No,No,Monthly,Credit (auto),86.15,2745.7
3027-YNWZU,No,Female,No,Yes,No,64,Yes,Yes,No,No internet,No internet,No,Biannually,Credit (auto),25,1584.8
3050-GBUSH,No,Female,No,No,No,3,No,No phone,DSL,No,No,Yes,Monthly,Credit (auto),34.8,113.95
3050-RLLXC,No,Female,No,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Biannually,Credit (auto),81.25,4620.4
3055-OYMSE,No,Female,Yes,No,No,53,Yes,No,Fiber,No,Yes,Yes,Monthly,Credit (auto),73.8,4003.85
3055-VTCGS,No,Female,No,No,No,63,Yes,No,DSL,No,No,No,Annually,Credit (auto),58.55,3503.5
3082-VQXNH,No,Male,No,Yes,No,3,No,No phone,DSL,No,Yes,No,Monthly,Credit (auto),29.8,94.4
3088-FVYWK,No,Male,No,Yes,Yes,53,Yes,Yes,No,No internet,No internet,No,Biannually,Credit (auto),25.55,1336.1
3090-HAWSU,Yes,Male,No,No,No,61,Yes,Yes,Fiber,Yes,No,Yes,Biannually,Credit (auto),111.6,6876.05
3090-QFUVD,No,Female,No,No,No,1,Yes,No,No,No internet,No internet,No,Monthly,Credit (auto),20.3,20.3
3096-WPXBT,No,Female,No,Yes,Yes,61,Yes,Yes,Fiber,Yes,Yes,Yes,Annually,Credit (auto),100.7,6018.65
3097-IDVPU,No,Male,No,Yes,Yes,19,Yes,Yes,DSL,No,No,No,Monthly,Credit (auto),50.1,910.45
3097-NNSPB,Yes,Female,No,No,No,2,Yes,No,DSL,No,Yes,Yes,Monthly,Credit (auto),49.05,91.1
3106-ULWFW,Yes,Female,No,Yes,No,8,Yes,Yes,Fiber,No,No,Yes,Monthly,Credit (auto),85.2,627.4
3108-PCCGG,No,Male,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Biannually,Credit (auto),84.45,5899.85
3115-JPJDD,No,Female,No,Yes,No,59,Yes,No,Fiber,Yes,No,Yes,Annually,Credit (auto),81.25,4639.45
3118-UHVVQ,No,Female,No,Yes,No,68,Yes,Yes,No,No internet,No internet,No,Biannually,Credit (auto),25.8,1911.5
3125-RAHBV,No,Male,No,No,No,22,Yes,No,No,No internet,No internet,No,Annually,Credit (auto),20.3,467.15
3126-WQMGH,No,Female,No,Yes,No,49,Yes,Yes,DSL,No,No,Yes,Monthly,Credit (auto),52.15,2583.75
3130-ICDUP,No,Female,No,No,Yes,2,Yes,Yes,Fiber,Yes,No,No,Monthly,Credit (auto),80.55,188.1
3133-PZNSR,No,Male,No,Yes,Yes,72,Yes,Yes,Fiber,Yes,Yes,Yes,Biannually,Credit (auto),97.75,6991.6
3134-DSHVC,No,Female,No,No,No,63,Yes,Yes,Fiber,Yes,Yes,No,Biannually,Credit (auto),98,6218.45
